,Group,Species,Subgroup,Taxonomic Domain,Expressed in Species,Secondary Bibliogrpahies,rcsb_entry_info_experimental_method,rcsb_entry_info_polymer_composition,rcsb_entry_info_selected_polymer_entity_types,symmetry_space_group_name_hm,diffrn_radiation_pdbx_scattering_type,diffrn_radiation_pdbx_monochromatic_or_laue_ml,exptl_method,diffrn_detector_detector,diffrn_source_source
498,TRANSMEMBRANE PROTEINS: BETA-BARREL,Helicobacter pylori,Type IV Secretion Systems,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
499,TRANSMEMBRANE PROTEINS: BETA-BARREL,Vibrio cholerae,Type IV Secretion Systems,Bacteria,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
500,TRANSMEMBRANE PROTEINS: BETA-BARREL,Legionella pneumophila,Type IV Secretion Systems,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
501,TRANSMEMBRANE PROTEINS: BETA-BARREL,Pseudomonas aeruginosa,Type IV Secretion Systems,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
502,TRANSMEMBRANE PROTEINS: BETA-BARREL,Salmonella enterica,Type IV Secretion Systems,Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
503,TRANSMEMBRANE PROTEINS: BETA-BARREL,Salmonella enterica,Type IV Secretion Systems,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
504,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Type VI Secretion Systems,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
505,TRANSMEMBRANE PROTEINS: BETA-BARREL,Escherichia coli,Type VI Secretion Systems,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
506,TRANSMEMBRANE PROTEINS: BETA-BARREL,Flavobacterium johnsoniae,Type IX Secretion Systems,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
507,TRANSMEMBRANE PROTEINS: BETA-BARREL,Bacillus subtilis,Forespore Sporulation Channels,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
508,TRANSMEMBRANE PROTEINS: BETA-BARREL,Mus musculus,Gasdermin (GSDM) Family,Eukaryota,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
509,TRANSMEMBRANE PROTEINS: BETA-BARREL,Homo sapiens,Gasdermin (GSDM) Family,Eukaryota,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
510,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,,,X-ray,homomeric protein,Protein (only),P 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
511,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Aeromonas hydrophila,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
512,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Serratia marcescens,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
513,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bacillus thuringiensis,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,Pseudomonas fluorescens,,X-ray,homomeric protein,Protein (only),P 21 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
514,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Actinia fragacea,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Eukaryota,,,X-ray,homomeric protein,Protein (only),P 63 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
515,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Actinia fragacea,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Eukaryota,E. coli,,X-ray,homomeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
516,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Eukaryota,Synthetic construct,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
517,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Photorhabdus luminescens,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
518,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Photorhabdus luminescens,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
519,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Photorhabdus luminescens,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
520,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Listeria monocytogenes,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
521,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Xenorhabdus nematophila,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
522,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Helicobacter pylori,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
523,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Helicobacter pylori,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
524,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Plasmodium falciparum,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
525,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bacillus thuringiensis,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,Bacteria,Pseudomonas fluorescens,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
526,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,De novo designed,De novo Designed Membrane Proteins,Unclassified,,,X-ray,homomeric protein,Protein (only),P 43 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
527,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,De novo designed protein,De novo Designed Membrane Proteins,Unclassified,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
528,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,De novo designed,De novo Designed Membrane Proteins,Unclassified,E. coli,,X-ray,homomeric protein,Protein (only),I 41,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
529,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,De novo designed,De novo Designed Membrane Proteins,Unclassified,E. coli,,X-ray,heteromeric protein,Protein (only),P 21 2 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
530,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Spirochaeta thermophila,Novel Membrane Proteins,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
531,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Novel Membrane Proteins,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
532,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Novel Membrane Proteins,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
533,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Novel Membrane Proteins,Eukaryota,HEK293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
534,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Novel Membrane Proteins,Eukaryota,HEK293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
535,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Novel Membrane Proteins,Eukaryota,Spodoptera frugiperda,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
536,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Novel Membrane Proteins,Eukaryota,HEK293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
537,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Novel Membrane Proteins,Eukaryota,Spodoptera frugiperda,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
538,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo spiens,Novel Membrane Proteins,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
539,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Novel Membrane Proteins,Eukaryota,Komagataella pastoris,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
540,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Novel Membrane Proteins,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
541,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Novel Membrane Proteins,Eukaryota,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
542,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Mammalian Cell Entry (MCE) Proteins,Bacteria,,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
543,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Mammalian Cell Entry (MCE) Proteins,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 32 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
544,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coi,Mammalian Cell Entry (MCE) Proteins,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
545,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Mammalian Cell Entry (MCE) Proteins,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
546,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Mammalian Cell Entry (MCE) Proteins,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
547,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Acinetobacter baumannii,Mammalian Cell Entry (MCE) Proteins,Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
548,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Pseudomonas aeruginosa,Mammalian Cell Entry (MCE) Proteins,Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
549,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Outer Membrane Proteins,Bacteria,,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
550,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Corynebacterium glutamicum,Outer Membrane Proteins,Bacteria,Escherichia coli,,X-ray,homomeric protein,Protein (only),P 41 21 2,x-ray,M,X-RAY DIFFRACTION,,SYNCHROTRON
551,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Klebsiella pneumoniae,Outer Membrane Proteins,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
552,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mycobacterium tuberculosis,Bacterial Cell Divison Proteins,Bacteria,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLID-STATE NMR,,
553,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Chemotaxis Protein Complexes,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
554,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Autoinducer Export Superfamily,Bacteria,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
555,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Autoinducer Export Superfamily,Bacteria,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
556,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Tetraspanins,Eukaryota,Komagataella pastoris,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
557,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Tetraspanins,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
558,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Tetraspanins,Eukaryota,HEK293 cells,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
559,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Tetraspanins,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
560,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Membrane-Spanning 4-Domain (MS4) Family,Eukaryota,Trichoplusia ni,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
561,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bacillus subtilis,Autonomously Folding &quot;Membrane Proteins&quot; (Sec-independent),Bacteria,,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
562,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Enterobacteria phage m13,Virus Coat Proteins,Viruses,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
563,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Pseudomonas phage Pf1,Virus Coat Proteins,Viruses,,,NMR,homomeric protein,Protein (only),,,,SOLID-STATE NMR,,
564,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Pseudomonas phage Pf1,Virus Coat Proteins,Viruses,,,Multiple methods,homomeric protein,Protein (only),,,,,,
565,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Enterobacteria phage fd,Virus Coat Proteins,Viruses,,,NMR,homomeric protein,Protein (only),,,,SOLID-STATE NMR,,
566,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Enterobacteria phage fd,Virus Coat Proteins,Viruses,,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
567,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Human immunodeficiency virus 1,Virus Coat Proteins,Viruses,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
568,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Glycoproteins,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
569,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Glycoproteins,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
570,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Glycoproteins,Eukaryota,E. coli,,X-ray,homomeric protein,Protein (only),P 31 1 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
571,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Influenza A,Glycoproteins,Viruses,,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
572,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,influenza virus,Glycoproteins,Viruses,Gallus gallus,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
573,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,High-Density Lipoprotein (HDL) Receptors,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
574,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Rattus norvegicus,Tumor Necrosis Factor (TNF) Receptor Superfamily,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
575,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Tumor Necrosis Factor (TNF) Receptor Superfamily,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
576,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Tumor Necrosis Factor (TNF) Receptor Superfamily,Eukaryota,HEK293 cells,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
577,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,B Cell Receptor Complexes,Eukaryota,HEK293 cells,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
578,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,B Cell Receptor Complexes,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
579,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,B Cell Receptor Complexes,Eukaryota,HEK293 cells,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
580,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Receptor Tyrosine Kinase (RTK) Family,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
581,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Receptor Tyrosine Kinase (RTK) Family,Eukaryota,HEK293 cells,,EM,protein/NA,Protein/NA,,,,ELECTRON MICROSCOPY,,
582,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Epidermal Growth Factor Receptors (EGFRs),Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
583,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Epidermal Growth Factor Receptors (EGFRs),Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
584,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Epidermal Growth Factor Receptors (EGFRs),Eukaryota,E. coli,,NMR,heteromeric protein,Protein (only),,,,SOLUTION NMR,,
585,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Epidermal Growth Factor Receptors (EGFRs),Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
586,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Epidermal Growth Factor Receptors (EGFRs),Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
587,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Epidermal Growth Factor Receptors (EGFRs),Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
588,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Erythropoietin-Producing Hepatocellular Receptors,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
589,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Erythropoietin-Producing Hepatocellular Receptors,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
590,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Fibroblast Growth Factor Receptors,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
591,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Vascular Endothelial Growth Factor Receptors,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
592,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Integrin Adhesion Receptors,Eukaryota,E. coli,,NMR,heteromeric protein,Protein (only),,,,SOLUTION NMR,,
593,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Integrin Adhesion Receptors,Eukaryota,E. coli,,NMR,heteromeric protein,Protein (only),,,,SOLUTION NMR,,
594,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Adiponectin Receptors,Eukaryota,Trichoplusia ni,,X-ray,heteromeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
595,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Adiponectin Receptors,Eukaryota,Trichoplusia ni,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
596,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Adiponectin Receptors,Eukaryota,Drosophila melanogaster,,X-ray,heteromeric protein,Protein (only),P 21 2 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
597,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cytokine Receptors,Eukaryota,HEK293 cells,,X-ray,heteromeric protein,Protein (only),P 3 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
598,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Toll-Like Receptors (TLR) and TLR Signalling Regulators,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
599,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Toll-Like Receptors (TLR) and TLR Signalling Regulators,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
600,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Novel Receptors,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),P 21 21 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
601,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Xenopus laevis,Novel Receptors,Eukaryota,Komagataella pastoris,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
602,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Novel Receptors,Eukaryota,Spodoptera frugiperda,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
603,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Danio rerio,Novel Receptors,Eukaryota,sf9 cells,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
604,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Halobacterium salinarum,"Bacterial, Algal, Viral, and Unusual Rhodopsins",Archaea,,,EM,homomeric protein,Protein (only),P 3,,M,ELECTRON CRYSTALLOGRAPHY,FILM,
605,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Halobacterium salinarum,"Bacterial, Algal, Viral, and Unusual Rhodopsins",Archaea,,,EM,homomeric protein,Protein (only),P 3,,,ELECTRON CRYSTALLOGRAPHY,,
606,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Halobacterium salinarum,"Bacterial, Algal, Viral, and Unusual Rhodopsins",Archaea,,,X-ray,homomeric protein,Protein (only),P 63,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
607,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Halobacterium salinarum,"Bacterial, Algal, Viral, and Unusual Rhodopsins",Archaea,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,C 1 2 1,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
608,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Halobacterium salinarum,"Bacterial, Algal, Viral, and Unusual Rhodopsins",Archaea,,,X-ray,homomeric protein,Protein (only),P 63,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,ROTATING ANODE
609,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Halobacterium salinarum,"Bacterial, Algal, Viral, and Unusual Rhodopsins",Archaea,,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
610,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Halobacterium salinarum,"Bacterial, Algal, Viral, and Unusual Rhodopsins",Archaea,,,X-ray,homomeric protein,Protein (only),P 63,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
611,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Halobacterium salinarum,"Bacterial, Algal, Viral, and Unusual Rhodopsins",Archaea,,,X-ray,homomeric protein,Protein (only),P 63,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
612,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Halobacterium salinarum,"Bacterial, Algal, Viral, and Unusual Rhodopsins",Archaea,,,X-ray,homomeric protein,Protein (only),P 63,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
613,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Halobacterium salinarum,"Bacterial, Algal, Viral, and Unusual Rhodopsins",Archaea,,,X-ray,homomeric protein,Protein (only),P 63,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
614,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Halobacterium salinarum,"Bacterial, Algal, Viral, and Unusual Rhodopsins",Archaea,,,X-ray,homomeric protein,Protein (only),P 63,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
